,EmployeeID,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Education_1,Education_2,Education_3,Education_4,Education_5,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Unnamed: 0,Age,DistanceFromHome,JobLevel,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retirado,SalaryHike
3253,3254,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3253,26,2,1,28350,3.0,1,5.0,2,2,2,0,1.0,4.0,3.0,3,3,0,0.11
3254,3255,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3254,29,10,3,169590,4.0,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3,0,0.14
3255,3256,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3255,26,15,2,26130,6.0,1,6.0,2,4,1,2,4.0,1.0,2.0,3,3,1,0.19
3256,3257,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3256,34,14,2,61460,2.0,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3,0,0.12
3257,3258,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3257,54,18,2,49630,9.0,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3,0,0.15
3258,3259,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3258,27,13,4,195370,0.0,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3,0,0.12
3259,3260,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3259,37,2,2,61720,0.0,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3,0,0.11
3260,3261,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3260,38,2,2,23680,6.0,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3,0,0.11
3261,3262,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3261,34,2,1,103120,1.0,0,6.0,2,6,1,3,2.72,1.0,3.0,3,3,0,0.12
3262,3263,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3262,35,5,3,16750,1.0,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3,0,0.16
3263,3264,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3263,30,20,1,25230,3.0,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3,0,0.13
3264,3265,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3264,40,10,2,65670,1.0,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3,0,0.13
3265,3266,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3265,34,10,3,47390,5.0,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4,0,0.24
3266,3267,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3266,42,9,1,92080,1.0,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3,0,0.15
3267,3268,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3267,23,2,4,45590,1.0,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3,1,0.18
3268,3269,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3268,24,1,1,81890,1.0,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3,0,0.14
3269,3270,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3269,52,29,2,29420,8.0,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3,0,0.11
3270,3271,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3270,50,8,2,49410,5.0,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3,0,0.11
3271,3272,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3271,29,2,4,106500,1.0,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3,1,0.13
3272,3273,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3272,33,3,4,59020,0.0,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3,0,0.12
3273,3274,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3273,33,23,1,86390,5.0,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3,1,0.16
3274,3275,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3274,47,6,2,63470,1.0,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3,0,0.14
3275,3276,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3275,36,6,2,42000,0.0,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4,0,0.22
3276,3277,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3276,29,10,1,34520,1.0,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3,0,0.11
3277,3278,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3277,58,24,2,43170,7.0,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3,1,0.17
3278,3279,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3278,35,10,1,26320,3.0,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3,0,0.13
3279,3280,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3279,42,15,2,46680,9.0,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3,0,0.18
3280,3281,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3280,28,19,2,32040,6.0,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3,1,0.16
3281,3282,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3281,36,2,2,27200,4.0,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3,0,0.14
3282,3283,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3282,32,3,2,171810,1.0,0,14.0,2,14,6,8,3.0,3.0,3.0,2,3,0,0.14
3283,3284,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3283,40,9,3,22380,6.0,0,10.0,3,1,0,0,1.0,3.0,3.0,3,3,0,0.14
3284,3285,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3284,30,7,2,14830,5.0,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3,0,0.13
3285,3286,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3285,45,10,1,56050,1.0,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3,0,0.12
3286,3287,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3286,42,20,2,72950,1.0,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3,0,0.15
3287,3288,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3287,38,4,2,23060,2.0,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3,0,0.19
3288,3289,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3288,34,7,3,23480,1.0,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3,0,0.14
3289,3290,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3289,49,7,2,89980,1.0,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3,1,0.14
3290,3291,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3290,55,16,4,43190,4.0,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3,1,0.11
3291,3292,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3291,43,25,2,61320,6.0,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3,0,0.13
3292,3293,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3292,27,2,2,33460,1.0,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4,0,0.21
3293,3294,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3293,35,1,1,108550,3.0,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3,0,0.13
3294,3295,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3294,28,1,1,22310,1.0,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3,0,0.12
3295,3296,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3295,34,2,4,23230,0.0,0,4.0,2,3,0,2,3.0,2.73,1.0,3,3,0,0.17
3296,3297,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3296,26,22,1,20240,1.0,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4,1,0.23
3297,3298,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3297,27,1,1,27130,1.0,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3,0,0.11
3298,3299,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3298,51,16,3,94390,2.0,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3,0,0.15
3299,3300,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3299,44,24,1,25660,9.0,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3,0,0.11
3300,3301,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3300,25,17,1,199260,7.0,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3,0,0.11
3301,3302,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3301,33,8,3,24510,1.0,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3,0,0.13
3302,3303,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3302,35,6,2,94190,1.0,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4,0,0.24
3303,3304,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3303,36,10,3,86860,1.0,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3,0,0.13
3304,3305,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3304,32,3,4,30380,2.0,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4,0,0.2
3305,3306,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3305,30,4,5,30580,9.0,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3,0,0.14
3306,3307,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3306,53,6,4,23250,7.0,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3,0,0.18
3307,3308,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3307,45,1,2,20880,4.0,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3,0,0.15
3308,3309,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3308,32,10,1,30720,5.0,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3,0,0.12
3309,3310,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3309,52,1,2,50060,3.0,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3,0,0.16
3310,3311,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3310,37,24,4,42570,4.0,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3,0,0.15
3311,3312,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3311,28,21,1,25000,1.0,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3,0,0.16
3312,3313,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3312,22,2,1,11020,6.0,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3,0,0.19
3313,3314,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3313,44,22,1,104530,2.0,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3,0,0.11
3314,3315,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3314,42,13,2,22880,5.0,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3,0,0.16
3315,3316,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3315,36,14,2,39290,0.0,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4,0,0.24
3316,3317,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3316,25,11,1,23110,1.0,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3,0,0.11
3317,3318,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3317,35,9,1,31400,1.0,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3,0,0.13
3318,3319,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3318,35,8,1,36900,1.0,1,10.0,2,10,7,8,4.0,2.0,2.0,4,3,1,0.13
3319,3320,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3319,32,21,1,44500,0.0,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3,0,0.13
3320,3321,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3320,25,5,4,27560,1.0,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3,0,0.12
3321,3322,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3321,49,9,2,190330,2.0,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3,0,0.18
3322,3323,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3322,24,2,2,187220,0.0,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4,0,0.22
3323,3324,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3323,32,12,1,95470,1.0,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3,0,0.13
3324,3325,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3324,38,22,1,137340,0.0,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3,0,0.13
3325,3326,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3325,42,18,2,199990,2.0,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4,0,0.23
3326,3327,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3326,31,16,3,22790,3.0,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3,0,0.12
3327,3328,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3327,29,3,3,59160,6.0,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3,1,0.12
3328,3329,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3328,53,9,1,20890,5.0,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3,0,0.16
3329,3330,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3329,35,1,3,167920,3.0,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3,0,0.12
3330,3331,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3330,37,13,3,35640,5.0,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3,0,0.11
3331,3332,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3331,53,1,1,44250,6.0,1,33.0,2,12,3,8,4.0,4.0,3.0,4,4,0,0.22
3332,3333,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3332,43,1,1,52650,4.0,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3,0,0.11
3333,3334,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3333,47,15,3,65530,0.0,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3,0,0.15
3334,3335,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3334,37,1,2,62610,1.0,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3,0,0.12
3335,3336,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3335,50,17,1,42980,1.0,1,31.0,6,31,14,7,1.0,1.0,3.0,3,4,0,0.2
3336,3337,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3336,39,1,3,68040,8.0,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3,0,0.14
3337,3338,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3337,33,7,2,38150,3.0,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3,0,0.11
3338,3339,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3338,32,9,1,27410,1.0,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3,1,0.15
3339,3340,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3339,29,5,4,66730,6.0,1,8.0,2,4,0,3,1.0,4.0,2.76,4,3,0,0.12
3340,3341,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3340,44,26,2,76390,1.0,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3,0,0.14
3341,3342,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3341,28,24,1,23280,1.0,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3,0,0.11
3342,3343,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3342,58,9,1,21530,9.0,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3,1,0.11
3343,3344,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3343,43,7,2,48760,4.0,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3,0,0.16
3344,3345,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3344,20,11,2,93960,1.0,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3,1,0.12
3345,3346,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3345,21,1,2,104000,1.0,1,1.0,2,1,0,0,4.0,4.0,2.0,3,3,1,0.13
3346,3347,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3346,36,26,1,84740,0.0,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3,0,0.14
3347,3348,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3347,47,2,2,99810,1.0,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4,0,0.21
3348,3349,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3348,22,15,1,124900,0.0,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3,1,0.13
3349,3350,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3349,41,23,2,26570,4.0,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3,1,0.11
3350,3351,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3350,28,10,3,135910,5.0,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4,0,0.2
3351,3352,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3351,39,10,4,66960,7.0,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3,1,0.11
3352,3353,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3352,27,1,1,20580,1.0,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3,0,0.14
3353,3354,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3353,34,12,2,88650,1.0,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3,0,0.11
3354,3355,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3354,42,11,2,59400,7.0,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3,0,0.16
3355,3356,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3355,33,2,1,59140,3.0,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3,0,0.16
3356,3357,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3356,58,2,1,26220,2.0,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4,0,0.23
3357,3358,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3357,31,1,1,121850,3.0,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3,0,0.14
3358,3359,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3358,35,2,3,106090,1.0,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4,0,0.22
3359,3360,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3359,49,25,2,43450,4.0,0,29.0,3,26,1,7,1.0,2.0,2.0,2,3,0,0.15
3360,3361,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3360,48,1,1,21770,4.0,0,13.0,4,0,0,0,4.0,3.0,2.0,3,3,0,0.18
3361,3362,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3361,31,1,2,27930,1.0,0,9.0,4,9,0,0,4.0,3.0,2.0,3,3,0,0.16
3362,3363,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3362,36,2,1,79180,2.0,2,8.0,3,6,0,1,2.0,4.0,3.0,2,3,0,0.12
3363,3364,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3363,38,6,2,87890,1.0,3,15.0,4,15,5,11,4.0,1.0,3.0,3,3,0,0.11
3364,3365,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3364,32,18,1,23890,6.0,1,5.0,4,3,0,2,3.0,2.0,3.0,2,3,0,0.12
